Name,study_hours,sleep_hours,focus_level,stress_level,break_time,revision,screen_time,physical_activity,attendance,previous_marks,performance
Arjun Goyal,5.2,6.1,10,5,19,0,5.4,0,75,42,94
Vihaan Bansal,3.1,6.8,9,9,10,1,3.6,0,87,64,83
Diya Trivedi,2.5,5.4,6,9,14,1,7.8,0,72,58,64
Aadhya Banerjee,4.9,7.2,4,4,7,1,5.4,1,88,94,100
Ira Kulkarni,3.5,6.7,8,5,13,0,1,0,75,60,93
Ishaan Joshi,5.8,7.4,8,2,16,1,1.4,0,81,70,100
Diya Bansal,3.4,5.3,7,6,18,0,3.7,0,92,43,82
Manav Chatterjee,4.8,7,5,5,15,1,1.6,0,93,90,100
Rohit Kumar,6.9,7.4,7,6,5,1,2.7,0,92,76,100
Aman Shah,8.2,6,8,3,19,0,5.1,0,99,61,100
Ira Shah,3.3,8.3,8,8,10,0,6.6,1,75,92,80
Tanvi Bansal,2.4,7.4,9,8,10,1,5.6,1,85,55,71
Riya Mishra,3,9.1,4,5,16,0,2,0,85,70,88
Pooja Agarwal,2.7,5.7,6,7,18,0,6.8,1,91,53,86
Nikhil Pandey,4.6,5.7,5,7,19,1,4,0,79,70,94
Riya Chatterjee,5.7,8.6,8,7,15,0,1.2,0,83,48,97
Aarav Kulkarni,7.9,7.4,7,4,19,1,6.7,1,87,76,100
Anika Kulkarni,9.2,6.5,4,4,7,1,7.7,0,73,44,99
Meera Joshi,3.3,6.9,8,3,6,1,5.7,1,67,100,100
Myra Iyer,6.7,6.3,5,3,14,0,5.8,1,82,73,100
Krishna Sharma,3.9,7.5,7,5,23,1,4.1,0,96,58,94
Arjun Roy,4.8,7,8,7,15,0,4.1,0,88,88,99
Palak Banerjee,4.4,6.6,5,4,25,0,8.5,1,83,67,86
Rohit Mehta,2.4,6.8,10,2,22,1,5.4,0,96,92,100
Aadhya Bose,7.4,7.8,7,8,26,1,1.6,1,83,87,100
Rohit Kulkarni,2,8.3,6,6,12,1,2.6,1,94,98,98
Anaya Tiwari,5.4,7.2,6,8,24,0,4.5,1,94,99,100
Karan Sharma,4.8,8.1,8,7,18,1,2.3,1,94,48,97
Anaya Jain,5.4,7.6,4,5,19,1,5,1,100,81,100
Aditya Kulkarni,1,6.2,5,5,17,0,6.4,0,78,56,67
Tanvi Nair,3.1,8,6,6,16,0,3.5,0,86,59,83
Harsh Iyer,5.5,6.4,6,2,11,0,6.3,1,97,69,100
Neha Yadav,5.6,9.9,5,4,7,1,6.5,1,87,59,94
Ankit Goyal,3.1,8.2,10,4,12,0,3.2,1,100,67,100
Neha Verma,5.2,6.1,8,4,9,1,3.1,1,76,68,100
Kabir Pandey,7.4,7.4,8,5,9,1,3.5,1,94,63,100
Priya Desai,5.2,7.6,7,5,14,1,10.4,1,90,50,82
Harsh Saxena,2.7,7,8,8,16,1,3.7,0,67,63,74
Myra Bansal,3.7,9.3,7,7,13,1,3.9,0,100,53,88
Kavya Tiwari,3.7,8.9,9,4,24,1,5.9,1,92,85,99
Sai Gupta,5.4,7,6,6,16,1,5.8,1,78,54,83
Harsh Chatterjee,6.9,6.8,8,1,8,0,8.7,0,84,72,100
Kavya Iyer,6.7,7.5,7,4,9,0,1.9,1,85,89,100
Pooja Das,4.1,7.3,5,6,23,1,1,0,72,70,87
Saanvi Kumar,4.5,7.1,9,3,15,1,4.2,1,76,66,100
Anika Shah,3.1,5.7,8,5,25,1,4,1,97,75,100
Meera Pandey,8.9,7.6,8,5,12,0,7.9,1,92,58,100
Ira Trivedi,4.8,7.4,5,3,8,1,3.7,0,85,79,100
Dhruv Agarwal,3.9,7.7,3,6,20,1,6,0,67,51,75
Kabir Nair,4.4,5.9,9,4,20,1,7.6,0,100,75,100
Aadhya Shah,4.1,4.7,9,5,15,1,4.1,1,75,64,95
Riya Tiwari,2.7,7.7,7,4,16,1,6,1,76,49,79
Neha Nair,5.8,6.8,5,8,12,0,5,1,95,78,96
Harsh Reddy,6.1,7.3,7,4,17,1,4.5,1,97,52,100
Aditya Agarwal,6.1,7.5,10,3,15,1,3.8,1,76,58,100
Saanvi Tiwari,3.5,5.7,8,5,14,1,2.2,0,74,64,97
Sakshi Roy,5.7,6.9,9,6,5,1,5.1,0,90,66,100
Yash Sharma,3.4,6.2,8,5,9,1,6.6,0,88,62,89
Saanvi Banerjee,6.2,6.8,7,8,19,1,6.1,1,96,63,100
Kavya Sharma,3.5,8.1,7,7,14,0,3.4,1,93,68,96
Krishna Agarwal,5.3,8.9,7,5,15,1,2.3,1,75,55,100
Meera Iyer,5.4,6.9,8,7,19,0,5.4,0,80,49,89
Manav Pandey,2.8,7.2,7,5,22,1,6.3,0,76,80,85
Rohit Desai,5,9.8,6,7,9,1,4.8,1,77,51,83
Dhruv Trivedi,3.9,7.3,7,5,18,0,8.3,0,75,75,85
Nikhil Verma,6.2,7.1,6,6,9,1,7.5,1,62,75,100
Ishaan Bansal,3.8,6.5,9,1,11,1,2.8,0,95,85,100
Sneha Das,1.5,5.9,7,4,17,0,5.8,0,79,96,88
Riya Roy,2.6,7.4,5,2,11,0,5.2,0,71,67,77
Karan Mishra,4.5,7.4,7,4,15,1,7.9,0,68,92,100
Aman Kumar,4.9,7.3,6,6,27,1,4.5,1,73,64,92
Anaya Das,10,6,10,7,17,0,4.6,1,75,86,100
Harsh Chauhan,5.5,9.1,8,4,24,1,7.5,0,89,87,100
Aditya Joshi,5.7,7.4,9,3,17,0,4.5,1,60,54,100
Tanishq Reddy,6.5,6.6,7,5,13,1,5,0,79,49,99
Saanvi Pandey,5.9,5.8,7,6,20,1,2.9,1,79,89,100
Arjun Kulkarni,4.7,7.9,4,5,12,0,3.8,0,98,62,92
Aman Mehta,5,8.3,9,8,21,1,3.7,0,87,49,96
Meera Goyal,2.9,6.5,8,7,17,1,6.1,0,65,69,80
Anaya Kulkarni,4.9,8.9,8,5,15,0,4.4,0,86,65,100
Sakshi Sharma,4.4,7.7,10,6,15,0,3.4,0,92,79,100
Krishna Banerjee,4.7,8,5,3,8,1,4.5,0,76,99,100
Tanvi Saxena,6.9,6.6,7,5,9,1,5.5,0,70,77,100
Ankit Banerjee,5.1,5.5,7,6,7,1,6.3,0,98,71,100
Rahul Kulkarni,2.7,6.8,6,3,9,1,7.3,0,80,63,78
Anika Bansal,4,6.2,7,6,17,0,5,0,79,42,75
Shaurya Sharma,4,8.4,7,4,27,1,1,0,88,90,100
Rahul Singh,5.4,7.2,7,7,14,1,6.4,1,100,88,100
Anika Pandey,2.5,5.5,4,3,21,0,5.5,1,93,51,78
Rahul Verma,5.9,7,5,2,13,1,3.4,0,73,58,100
Riya Bose,4.8,7.8,8,4,17,1,6.9,0,95,56,99
Ankit Reddy,9.3,7.2,8,5,19,0,4.3,1,80,61,100
Myra Saxena,4.3,7,9,8,19,1,5.6,1,94,67,100
Ankit Agarwal,3.3,6.4,7,4,18,1,4.8,0,84,86,100
Neha Roy,4.2,6.8,4,6,19,1,8.4,1,93,99,88
Rahul Verma,2.3,8.3,7,5,15,1,8.2,0,80,60,64
Kabir Chatterjee,6,5.8,10,7,19,0,5.2,0,84,52,100
Ishaan Das,5.7,7.8,5,3,12,0,7.4,1,100,84,100
Ishaan Chatterjee,4.9,7.7,8,9,20,1,5,1,83,52,96
Anika Nair,5.1,6.9,8,8,15,1,4.6,0,75,64,91
Neha Nair,3.3,7.5,9,4,5,0,4.2,0,92,59,95
Karan Verma,3.8,6.4,6,6,9,1,7,0,94,50,88
Rohit Agarwal,5.5,8,7,6,13,0,5.5,1,80,30,77
Palak Nair,3.5,8.5,7,7,19,1,4.4,1,100,72,96
Shaurya Roy,4.1,7.6,7,4,12,0,4.4,0,79,68,100
Vihaan Patel,7.8,8.7,10,7,12,0,3,0,85,71,100
Aditya Sharma,3.8,6.3,6,8,23,1,4.6,1,100,76,96
Kabir Agarwal,1.4,7.6,5,6,23,1,8.6,1,73,79,76
Anika Gupta,5.8,6.6,7,6,7,0,6.2,1,87,63,95
Krishna Roy,7.4,6.7,7,5,10,1,7.7,1,100,96,100
Ishaan Pandey,8.1,8.2,6,4,15,1,8.3,0,84,86,100
Aarav Joshi,5.8,8,4,6,13,1,8.1,1,78,66,93
Rudra Reddy,6.2,6.7,8,7,14,0,6,1,88,69,98
Dhruv Reddy,2.8,7.3,10,7,16,0,5.4,0,94,61,79
Nikhil Chauhan,1.3,6.1,4,1,16,1,6.5,1,82,69,80
Riya Das,6.1,5.3,7,3,23,1,3.5,1,61,98,100
Nikhil Desai,4.4,6.5,6,2,13,0,3.9,0,96,59,95
Diya Goyal,6.7,7.2,4,6,17,1,3.5,0,93,67,100
Atharva Joshi,3.7,6,8,4,19,0,3.3,0,74,73,94
Aditya Banerjee,4,6.4,8,7,19,1,7.6,1,82,54,84
Tanishq Bose,4.6,7.4,5,7,12,0,8.5,1,96,47,76
Kavya Pandey,7.5,6.8,7,6,12,1,4.3,1,88,60,100
Sneha Trivedi,3.9,6.4,4,5,17,1,4.8,0,87,59,94
Aditya Roy,7.3,8.6,7,9,21,0,1,1,89,49,100
Ira Banerjee,3,7.2,8,7,20,0,3,0,100,78,97
Karan Pandey,6.2,8.4,6,5,10,0,3.4,0,93,83,100
Aarav Mishra,3.5,6.9,6,5,18,1,7,1,80,86,94
Sneha Mishra,6.9,6.3,8,2,8,1,5.9,1,81,76,100
Kavya Chauhan,6.3,6.4,9,5,26,0,5.1,0,80,79,100
Atharva Iyer,1.4,6.6,7,6,21,1,5.3,0,87,64,77
Diya Mishra,2.9,8.7,7,2,17,1,6.2,0,71,72,96
Ira Trivedi,7.4,7.5,8,5,10,0,4.6,0,96,52,100
Tanvi Chatterjee,1.6,8.1,9,3,14,1,3.7,1,83,72,96
Ankit Yadav,9.1,5.8,6,3,17,1,4.2,0,76,59,100
Vivaan Patel,5.4,7.6,5,5,18,0,7.2,1,95,70,99
Rohit Gupta,5.1,6.1,10,5,22,1,5.6,1,100,83,100
Reyansh Desai,3.3,5.9,6,6,16,1,5.8,0,100,82,95
Palak Chauhan,4.4,7.6,5,5,11,1,8.9,1,100,65,93
Kavya Verma,4.2,8,5,7,12,1,7.8,0,82,78,81
Vihaan Jain,2.1,6.8,5,5,20,0,6.9,0,77,56,65
Meera Pandey,2.9,7.3,9,6,20,1,5.6,0,86,74,90
Tanishq Chatterjee,5.6,7.3,8,3,21,0,4.1,1,75,62,100
Kavya Patel,4.7,7.3,7,3,15,1,5.3,0,84,57,86
Krishna Iyer,4.5,6.8,5,6,16,1,5.7,0,94,99,100
Yash Gupta,0.7,7,5,2,11,1,1,0,92,76,89
Aadhya Joshi,5.4,7.5,7,7,18,0,4.4,1,68,78,100
Palak Singh,6.3,7.6,8,6,14,0,3,1,66,52,98
Atharva Mishra,2.7,7.1,10,2,8,0,4.7,1,76,67,98
Varun Banerjee,2.8,8.6,4,5,15,1,1.5,1,87,60,90
Sakshi Pandey,1.4,7,4,7,9,1,5.6,1,82,61,74
Nikhil Reddy,3.6,7.3,9,3,8,1,4,1,87,63,100
Shaurya Yadav,4.4,6.9,8,2,13,1,3.6,0,87,66,100
Sai Shah,1.4,6.7,8,5,10,1,3.7,0,80,72,90
Diya Desai,1.7,7.4,8,2,6,1,4.7,1,88,84,95
Kavya Verma,5,6.2,7,5,18,0,3.1,0,98,53,99
Tanishq Mishra,2.7,7.2,6,6,14,0,4.2,0,84,57,72
Karan Desai,2.5,5.5,6,3,18,1,4.7,0,100,82,100
Krishna Mehta,6.2,6.8,5,3,22,1,2.9,1,94,100,100
Saanvi Chauhan,6.7,6.7,10,4,17,1,5.3,1,68,72,100
Rudra Bose,6.2,6.7,7,3,18,1,4.3,1,92,82,100
Aman Patel,1.6,7.3,7,3,21,1,4.2,0,79,46,77
Aadhya Goyal,6.1,7.5,7,5,11,1,6.6,1,100,65,100
Nikhil Yadav,1.3,7.1,7,5,23,1,3.5,0,84,52,75
Anika Iyer,6.3,8,6,3,24,1,1.6,0,68,73,100
Karan Verma,8.8,6.7,8,5,18,0,3.8,1,92,68,100
Harsh Trivedi,4,7.1,8,8,17,0,1.8,0,91,67,99
Pooja Yadav,5.6,6.8,6,4,6,1,3.7,0,80,79,100
Ankit Bansal,3.9,6.4,7,6,14,0,3.1,0,99,87,100
Arjun Desai,0,6.7,7,6,10,1,10,1,94,69,61
Anaya Nair,3,4.4,8,8,20,1,3.8,1,90,86,96
Aman Agarwal,6.1,6.3,5,3,15,0,5.9,0,94,85,100
Diya Yadav,3.4,4.9,6,7,13,0,4.1,0,85,95,96
Palak Nair,2,8.6,7,1,9,0,6.2,1,77,58,88
Rohit Banerjee,4.5,9.1,6,6,22,1,7.4,0,80,91,88
Rahul Saxena,4.8,5.9,5,5,13,0,6.3,0,77,66,91
Sai Desai,3.6,8.3,8,6,22,0,4.4,0,83,47,93
Arjun Yadav,5.5,7.4,5,3,12,0,2.2,0,69,62,100
Ankit Iyer,3.2,5.8,5,2,29,0,4.6,0,89,77,93
Kavya Saxena,4.7,7.2,8,3,26,0,6.9,1,94,84,100
Rahul Agarwal,6.7,6.9,5,1,21,1,1,1,73,72,100
Aarav Roy,1.7,8.6,10,6,11,1,3.3,0,83,100,100
Rudra Nair,2.5,6.2,6,6,19,1,5.1,1,97,74,93
Myra Chauhan,6,7.1,9,2,5,1,3.3,0,82,90,100
Karan Mishra,4.8,6,7,7,21,1,2.7,1,61,81,96
Anaya Jain,5.5,6.7,7,5,14,1,8.7,1,77,73,100
Myra Goyal,3,7.5,8,6,12,1,1,0,73,68,91
Ankit Das,10,8.8,9,6,16,1,4.8,1,83,67,100
Yash Nair,5.1,6.4,7,6,16,1,4.4,0,86,76,100
Karan Jain,7.4,6.9,8,5,19,0,2.9,1,86,74,100
Varun Bose,4.5,6.5,6,10,17,0,4.4,1,84,74,89
Sneha Banerjee,5.4,8.2,8,5,15,1,5.3,0,74,89,100
Ishita Desai,7.4,6.8,10,7,7,1,3.3,1,63,58,100
Kavya Banerjee,5.7,5.2,8,7,18,1,5.5,0,83,67,100
Palak Iyer,2.6,7,8,4,15,1,3.8,0,82,63,92
Krishna Banerjee,5.9,6.3,6,4,18,1,3.6,0,86,71,100
Vihaan Kumar,3.1,5.6,10,3,8,0,4,0,73,74,100
Karan Roy,4.1,6.1,4,8,12,1,7.4,1,94,63,76
Yash Patel,7,7.2,8,5,13,1,6,0,89,73,100
Tanishq Desai,2.1,6.7,5,6,16,1,6.6,1,95,74,70
Aditya Goyal,1.1,8,10,3,13,1,2.8,1,92,68,95
Ishita Gupta,2.1,7.9,6,4,18,1,6.2,0,99,100,96
Sneha Joshi,7.6,6.9,5,4,17,1,4.8,0,98,84,100
Vihaan Roy,3.9,6.7,6,3,19,0,6.1,0,80,66,100
Vivaan Nair,5.7,7.5,8,6,17,0,5.7,1,71,63,88
Myra Joshi,7,5,9,1,17,1,4.5,1,82,90,100
Pooja Gupta,5.6,6.6,9,1,23,1,6.2,1,79,71,100
Kavya Bansal,3.3,7.2,6,6,20,0,5.5,0,64,84,78
Reyansh Verma,3.8,7.2,9,6,19,1,4.8,1,97,59,97
Krishna Roy,5.5,8.2,8,7,14,0,7.5,0,83,58,89
Aditya Banerjee,2.5,8.6,7,6,16,1,8.2,1,98,62,89
Pooja Sharma,4.7,5.8,9,5,11,1,5.8,0,80,80,100
Harsh Roy,3.1,7.8,6,5,6,0,4.9,1,85,45,85
Rahul Desai,6.3,7.6,7,9,14,1,5.4,1,88,40,97
Riya Patel,5.1,6.1,7,6,13,1,7.2,1,96,73,100
Manav Chatterjee,3.7,7.9,7,3,10,0,3.4,0,93,81,100
Tanishq Mehta,4,6.1,5,3,17,1,2.5,0,95,59,89
Aman Nair,6.2,8.2,10,8,16,1,11,1,89,85,99
Nikhil Tiwari,3,7.5,5,6,20,1,9,1,75,62,78
Rudra Nair,6.5,6.3,7,8,17,0,5.6,0,70,88,100
Ishaan Verma,4.7,7.7,7,7,16,1,3.3,0,100,50,92
Riya Chauhan,5.4,5.9,8,3,12,1,4.9,0,93,53,100
Rahul Shah,1.6,6.2,7,4,19,1,5,1,81,30,83
Ishita Banerjee,3.9,6.7,6,3,14,1,5.5,0,89,81,100
Rudra Iyer,5,8.7,8,8,25,0,9.2,1,68,90,87
Anaya Mishra,5.7,5.1,10,4,12,1,6.8,0,74,30,89
Varun Chauhan,0.2,6.6,7,4,24,0,3.3,1,93,59,79
Neha Trivedi,0.6,6.5,7,1,17,1,4,1,81,95,90
Tanishq Chatterjee,3.5,7.2,6,7,23,0,4.2,0,90,93,96
Meera Gupta,7,6.9,7,9,5,0,3.4,1,80,51,100
Aditya Mishra,3.6,5.7,6,4,19,0,4.1,0,89,61,93
Pooja Tiwari,5,7.2,7,3,6,1,4.8,1,73,67,100
Ira Trivedi,1.8,8.4,6,4,13,1,4.8,0,81,56,78
Anaya Kulkarni,6.2,7.2,8,5,19,0,2,1,85,69,100
Meera Bansal,3.7,7.8,6,1,15,0,8.2,0,80,79,100
Diya Saxena,2.6,8,6,6,28,1,6.3,0,77,72,76
Reyansh Joshi,3.7,7.2,8,4,18,1,5.4,0,77,69,97
Harsh Iyer,7.1,6.9,9,4,14,0,9.3,1,76,63,100
Myra Gupta,2.3,7.2,6,6,8,1,1,0,70,65,84
Aadhya Roy,2.5,6.8,4,3,18,0,2.7,1,94,56,93
Ishita Agarwal,4,6,10,6,12,0,2.9,0,92,90,100
Aadhya Pandey,7.3,8.6,7,4,19,1,5.8,0,72,68,100
Aditya Jain,1.5,6.8,8,2,7,1,5.9,0,93,68,92
Aditya Desai,7.2,7.7,7,6,17,0,4.5,0,100,88,100
Nikhil Yadav,6.1,6.1,8,5,12,1,5.8,0,87,52,100
Diya Das,7.8,6.8,7,5,8,1,2.8,1,74,54,100
Meera Kumar,3.5,6.3,7,8,13,0,6.3,0,100,100,90
Pooja Verma,6.7,8.1,5,7,20,0,9.5,0,63,69,93
Pooja Mishra,3,8.1,6,8,24,1,3.3,1,98,63,83
Anaya Sharma,4.5,8.1,6,6,15,0,3.4,0,69,89,98
Ishaan Bose,6.5,7.1,5,6,10,0,6.1,1,54,64,84
Palak Das,2.6,8.5,6,3,15,0,3.3,1,69,75,91
Ankit Tiwari,8.3,6.7,8,2,18,0,2.9,0,100,69,100
Aadhya Agarwal,6.9,7.9,6,9,23,0,4.3,0,85,74,95
Ankit Patel,5.3,6.8,9,4,17,0,4.1,1,75,66,100
Sai Kumar,5.4,9.2,6,7,11,0,1.4,1,86,93,100
Varun Chatterjee,2.8,7.7,7,5,15,1,2.9,0,82,37,80
Sai Banerjee,2.9,7.6,6,3,24,0,5,1,94,57,84
Anika Kumar,3.3,6.7,6,5,21,1,3.6,0,86,61,90
Aman Desai,3.6,7.8,9,6,17,1,4.8,0,98,46,84
Rahul Agarwal,3.8,6.2,8,7,24,0,7.4,0,92,69,86
Ira Chauhan,3,7.2,7,6,8,1,2.6,1,86,60,92
Myra Kulkarni,5.5,6.9,7,6,14,0,6.1,1,64,50,89
Rudra Kumar,5.6,7.6,6,1,9,1,7,0,89,62,100
Aarav Chauhan,4,7.2,9,4,18,1,3.2,1,92,47,100
Priya Chauhan,4.1,7.9,5,6,12,1,8.1,1,98,74,98
Yash Mehta,4.6,5.7,4,2,17,1,3,0,77,74,100
Rohit Kulkarni,2.4,6.5,9,3,16,1,7.1,1,81,66,86
Karan Das,2.7,8.2,7,6,12,1,3.5,1,69,75,96
Kavya Chauhan,4.3,6.5,9,5,14,1,7.8,0,91,78,90
Reyansh Sharma,6.6,6.9,6,5,19,0,8.1,1,69,56,93
Sakshi Nair,2.6,7.2,6,2,11,1,5.2,0,86,68,92
Diya Roy,5.9,7.2,6,4,9,1,7.7,1,74,63,100
Atharva Das,3.6,7.4,6,6,28,0,7,1,84,88,88
Aadhya Roy,4.6,6.8,8,5,11,1,4.4,1,80,74,100
Tanvi Tiwari,2.9,7.1,6,6,14,0,2.6,0,90,49,80
Arjun Trivedi,2.2,7.8,7,5,22,0,3.5,0,90,77,90
Vivaan Nair,4.3,6,7,6,17,0,6.1,1,79,84,90
Shaurya Agarwal,4.4,8.4,8,6,19,1,6.1,1,89,73,100
Sneha Chauhan,4,7.9,8,5,17,0,4.7,0,94,56,84
Neha Chatterjee,8,8.2,9,4,16,1,5.4,0,67,80,100
Sneha Patel,1.4,8.4,9,6,15,1,5.2,0,87,85,86
Diya Patel,1.5,7.6,8,4,15,0,1.6,0,70,63,81
Kavya Das,7,5.2,8,9,19,1,7.3,1,71,58,97
Ankit Desai,2.8,5.9,9,4,16,1,1,0,90,76,97
Sai Desai,3.7,7.2,6,5,16,0,2.9,1,91,49,93
Dhruv Verma,7.8,7.4,8,5,17,1,2.9,1,82,54,100
Ishaan Patel,3.3,9.6,9,6,13,1,3.8,1,94,100,100
Tanvi Joshi,2.4,7.9,6,6,12,0,4.1,0,87,59,78
Krishna Chauhan,3.3,6.6,7,2,8,0,5.8,1,78,89,99
Karan Yadav,6.6,6.9,5,6,17,1,4.5,1,77,94,100
Ishita Das,3.2,5.8,7,4,19,1,4,0,100,61,97
Yash Agarwal,3,6.6,6,10,13,1,3.5,1,77,64,78
Reyansh Sharma,5,7.3,7,4,12,1,5.9,1,75,79,100
Yash Gupta,8.1,7.5,3,6,23,1,3.1,0,100,100,100
Tanvi Verma,2.2,6.6,8,5,14,1,3.9,1,85,79,90
Kavya Joshi,2.4,6.4,6,6,16,1,4.4,0,87,100,92
Harsh Yadav,6,6.2,8,4,14,0,4.8,1,100,54,100
Rahul Banerjee,6.7,5.6,6,3,25,0,4.9,1,82,80,100
Atharva Gupta,2.7,7.3,8,5,16,1,6.6,0,94,42,84
Karan Iyer,5.6,5.6,7,8,11,0,1.8,1,94,42,94
Shaurya Yadav,6.5,5.4,6,4,15,0,2.7,0,69,87,100
Vivaan Reddy,1.8,8.7,6,3,15,0,4.1,0,100,85,97
Vihaan Mishra,8.2,6.2,8,6,11,1,3.7,1,85,71,100
Riya Mishra,5.4,6.9,8,6,22,0,8.5,0,89,87,100
Rahul Pandey,6.9,6.4,10,5,17,0,2.8,1,90,77,100
Shaurya Gupta,6.3,7.2,10,5,16,1,3,1,81,70,100
Vivaan Bansal,5.7,7.8,6,5,17,0,4.1,0,75,85,100
Karan Verma,5.9,6.3,8,4,12,1,2.9,1,78,51,100
Tanvi Reddy,4.7,7.2,8,1,16,0,5.3,1,75,44,100
Pooja Chauhan,7,7.5,7,4,11,1,1.7,0,95,58,100
Diya Patel,7.4,7.7,10,7,21,1,5.9,0,98,82,100
Ishaan Tiwari,4.1,7.4,8,5,12,1,6,1,71,60,89
Meera Trivedi,3.3,7.8,7,4,11,1,6.5,1,91,100,100
Sai Mehta,2.8,7.4,6,1,17,1,9,0,94,55,95
Kavya Chauhan,5.9,8.1,9,10,18,1,4.1,0,80,62,94
Vihaan Mishra,3.9,8,8,2,20,1,5.8,0,74,64,100
Dhruv Banerjee,3.9,7.1,9,4,20,1,2.6,1,81,88,100
Neha Bose,5.7,6.7,6,4,5,0,6.8,1,85,87,100
Priya Chatterjee,2.7,5.8,6,3,18,1,6.1,1,86,57,85
Aditya Singh,8.3,6.4,5,5,15,1,5.6,0,72,67,100
Dhruv Goyal,6.6,6.2,9,6,11,0,7.4,1,92,67,97
Aman Pandey,5.2,5.5,7,6,6,0,6.2,0,69,65,87
Dhruv Saxena,3.3,6.4,7,7,20,0,5.9,1,91,67,86
Ishita Iyer,3.9,7.2,4,5,13,1,7.8,1,85,77,89
Tanvi Bansal,4.9,7.3,7,2,12,1,6.8,1,77,67,100
Palak Shah,7.4,7.4,9,8,24,1,4.2,0,67,78,100
Riya Goyal,7.8,6.6,10,7,10,1,4.7,0,84,82,100
Anaya Reddy,2.5,7.2,8,4,13,1,2.8,0,89,36,93
Rahul Jain,3.2,8.4,9,1,14,1,5.2,0,81,57,100
Saanvi Desai,7.6,7.7,6,4,21,1,6,1,98,67,100
Kavya Kumar,4.1,8.1,8,5,20,1,4.5,0,98,42,87
Meera Desai,6.4,6.8,5,9,13,1,5.1,0,98,81,100
Aditya Mishra,5.9,7.1,8,4,8,1,7.6,1,82,72,100
Nikhil Gupta,6.9,8,10,2,14,0,5.9,1,83,89,100
Karan Kumar,6.5,7.3,6,5,15,1,7.4,0,72,30,95
Anaya Mishra,5.3,8.6,8,5,14,0,1,0,89,83,100
Rahul Saxena,3.7,6.3,8,6,8,0,3.9,0,85,82,100
Meera Banerjee,6.9,5.5,6,5,13,1,3.5,1,77,76,100
Karan Trivedi,5,6.9,7,1,18,1,5.2,1,100,72,100
Ira Singh,4.5,5.4,7,5,16,1,4.3,1,89,74,100
Anika Kumar,8.1,8.1,5,8,5,1,6,0,97,76,100
Priya Verma,4.2,7.3,10,8,18,0,7.9,1,97,83,100
Myra Iyer,8.6,8.1,8,5,19,0,2.4,1,84,73,100
Nikhil Shah,5.2,6.7,9,9,16,0,4,1,61,75,89
Dhruv Shah,3.9,7,7,3,10,1,2.5,0,97,91,100
Manav Bansal,2.3,7.2,7,2,17,1,3.1,0,77,50,91
Harsh Tiwari,4.9,6.4,7,3,11,1,5,1,85,46,99
Nikhil Roy,6.7,7.3,9,5,17,1,5.1,1,91,67,100
Ishita Agarwal,1.5,8.1,6,5,12,1,6.5,0,89,70,78
Pooja Patel,5.3,6,6,4,27,1,3.8,0,93,54,97
Kabir Desai,3.6,6.7,10,8,16,1,3.3,0,84,71,100
Aman Nair,2.4,7.2,7,5,13,0,10.1,0,74,64,65
Shaurya Shah,1.7,7.7,5,5,13,1,4.3,1,74,68,83
Ishita Patel,7.4,8.3,7,3,17,1,4.5,1,85,57,100
Ira Reddy,6.1,6.1,6,5,21,1,2.9,1,85,53,100
Sai Das,4.1,8.8,5,5,10,1,6.3,0,90,99,100
Karan Joshi,0,7.5,6,8,11,1,6.9,1,82,60,64
Myra Roy,3.6,7,9,2,16,0,6.8,0,71,57,93
Aditya Chatterjee,6,5.7,6,6,7,1,4.2,1,97,61,100
Shaurya Reddy,3.1,8.2,6,7,14,0,5.1,1,89,56,77
Shaurya Mishra,4.9,8.4,8,4,15,0,3.9,0,86,81,100
Anika Yadav,3.7,8.3,5,6,16,1,1,1,100,48,91
Vivaan Chatterjee,5.7,7.5,5,2,13,1,6.3,1,87,71,100
Sakshi Singh,7.1,5.7,8,6,13,0,4.2,0,89,65,100
Aman Mishra,5.4,7.8,7,8,10,1,6.2,0,83,48,91
Rahul Roy,0,6.7,7,3,19,1,5,1,100,50,85
Aadhya Sharma,7.3,7.3,7,4,6,0,5.3,0,85,68,100
Rudra Chatterjee,3.4,5.2,8,6,18,0,5.9,0,78,74,98
Myra Trivedi,5.2,6.2,7,5,16,1,5.5,0,94,99,100
Palak Iyer,3.6,7.8,8,5,23,1,10.1,1,76,49,83
Nikhil Chatterjee,5.6,6.9,6,8,19,0,5.2,1,93,67,94
Ishita Kumar,8.6,7.5,9,8,18,0,4.9,1,85,87,100
Dhruv Mehta,6.2,6.8,7,4,17,1,2.5,0,81,72,100
Ira Saxena,3.7,8,6,5,14,1,3.6,0,92,77,100
Tanishq Patel,6,8.1,10,2,19,0,7.4,1,100,69,100
Nikhil Desai,6.7,8.4,9,3,12,1,4.7,1,66,36,100
Anika Shah,4.4,6.5,7,4,13,1,10.2,1,87,50,91
Myra Agarwal,2.7,7.2,8,10,16,1,1,0,91,80,90
Ishita Desai,4.7,5.2,9,4,11,1,1.7,0,86,62,100
Ishita Reddy,4.6,7.1,9,6,18,0,6.7,1,90,65,91
Meera Tiwari,3.2,7.3,8,5,10,1,3.8,1,84,51,91
Tanvi Gupta,2.9,6.8,9,5,6,1,5.4,0,100,93,100
Manav Kulkarni,1.8,7,4,7,6,1,4.6,0,72,57,65
Krishna Verma,4.4,4.6,7,4,17,1,3.3,1,88,62,99
